record_id,title,abstract,authors,year,label_included,review_id,source
CD004376_pub4_excl_65,Topic-related study 65,"",Author_9621,2010,0,CD004376_pub4,synthetic_excluded
CD014160_pub2_excl_1,Topic-related study 1,"",Author_5951,2015,0,CD014160_pub2,synthetic_excluded
CD014741_pub2_56,Deswal 1999,"",Deswal,1999,1,CD014741_pub2,pairwise70_included
CD003477_pub5_excl_2,Topic-related study 2,"",Author_2637,2021,0,CD003477_pub5,synthetic_excluded
CD015328_pub2_77,Kipping 2008,"",Kipping,2008,1,CD015328_pub2,pairwise70_included
CD008063_pub3_excl_69,Topic-related study 69,"",Author_8930,2005,0,CD008063_pub3,synthetic_excluded
CD011866_pub3_7,Marsden 2018,"",Marsden,2018,1,CD011866_pub3,pairwise70_included
CD006913_pub3_excl_4,Topic-related study 4,"",Author_7652,2015,0,CD006913_pub3,synthetic_excluded
CD001431_pub6_excl_237,Topic-related study 237,"",Author_3454,2012,0,CD001431_pub6,synthetic_excluded
CD015014_pub2_excl_11,Topic-related study 11,"",Author_4620,2014,0,CD015014_pub2,synthetic_excluded
CD012426_pub2_excl_3,Topic-related study 3,"",Author_9282,2007,0,CD012426_pub2,synthetic_excluded
CD012718_pub2_excl_30,Topic-related study 30,"",Author_3047,2022,0,CD012718_pub2,synthetic_excluded
CD015373_pub2_2,Noppers 2011a,"",Noppers,2011,1,CD015373_pub2,pairwise70_included
CD013800_pub2_excl_7,Topic-related study 7,"",Author_2013,2007,0,CD013800_pub2,synthetic_excluded
CD014758_pub3_48,ATOM Study 2006,"",ATOM Study,2006,1,CD014758_pub3,pairwise70_included
CD015033_pub2_excl_9,Topic-related study 9,"",Author_6072,2011,0,CD015033_pub2,synthetic_excluded
CD003598_pub3_30,Kuypers 2004,"",Kuypers,2004,1,CD003598_pub3,pairwise70_included
CD002115_pub6_5,Du 2022,"",Du,2022,1,CD002115_pub6,pairwise70_included
CD011535_pub7_excl_44,Topic-related study 44,"",Author_7090,2023,0,CD011535_pub7,synthetic_excluded
CD001920_pub4_excl_67,Topic-related study 67,"",Author_2436,2015,0,CD001920_pub4,synthetic_excluded
CD009298_pub3_4,Phipps 2021,"",Phipps,2021,1,CD009298_pub3,pairwise70_included
CD001920_pub4_excl_175,Topic-related study 175,"",Author_4302,2018,0,CD001920_pub4,synthetic_excluded
CD014040_pub2_4,Hao 2016,"",Hao,2016,1,CD014040_pub2,pairwise70_included
CD015192_pub2_excl_15,Topic-related study 15,"",Author_7824,2001,0,CD015192_pub2,synthetic_excluded
CD001920_pub4_180,Bhatia 2014,"",Bhatia,2014,1,CD001920_pub4,pairwise70_included
CD011806_pub2_excl_18,Topic-related study 18,"",Author_2278,2015,0,CD011806_pub2,synthetic_excluded
CD013052_pub3_1,Fliss 1990,"",Fliss,1990,1,CD013052_pub3,pairwise70_included
CD016001_excl_27,Topic-related study 27,"",Author_7749,2009,0,CD016001,synthetic_excluded
CD013643_pub2_8,Temtanakitpaisan 2023,"",Temtanakitpaisan,2023,1,CD013643_pub2,pairwise70_included
CD001431_pub6_excl_196,Topic-related study 196,"",Author_8416,2022,0,CD001431_pub6,synthetic_excluded
CD007896_pub4_25,Lin 2014,"",Lin,2014,1,CD007896_pub4,pairwise70_included
CD006982_pub5_excl_14,Topic-related study 14,"",Author_7597,2002,0,CD006982_pub5,synthetic_excluded
CD014541_pub2_excl_6,Topic-related study 6,"",Author_4001,2018,0,CD014541_pub2,synthetic_excluded
CD000028_pub4_13,Syst-Eur 1991,"",Syst-Eur,1991,1,CD000028_pub4,pairwise70_included
CD007896_pub4_excl_21,Topic-related study 21,"",Author_9948,2012,0,CD007896_pub4,synthetic_excluded
CD013358_pub2_excl_21,Topic-related study 21,"",Author_2094,2017,0,CD013358_pub2,synthetic_excluded
CD015330_pub2_excl_58,Topic-related study 58,"",Author_4307,2006,0,CD015330_pub2,synthetic_excluded
CD013763_pub3_60,Khorasanizadeh 2020,"",Khorasanizadeh,2020,1,CD013763_pub3,pairwise70_included
CD007388_pub3_excl_4,Topic-related study 4,"",Author_4870,2013,0,CD007388_pub3,synthetic_excluded
CD015038_pub2_excl_14,Topic-related study 14,"",Author_7276,1995,0,CD015038_pub2,synthetic_excluded
CD013425_pub2_13,Jiang 2009b,"",Jiang,2009,1,CD013425_pub2,pairwise70_included
CD011866_pub3_excl_13,Topic-related study 13,"",Author_1769,2016,0,CD011866_pub3,synthetic_excluded
CD011044_pub3_excl_63,Topic-related study 63,"",Author_1678,2003,0,CD011044_pub3,synthetic_excluded
CD011778_pub2_excl_39,Topic-related study 39,"",Author_6147,2021,0,CD011778_pub2,synthetic_excluded
CD011044_pub3_excl_32,Topic-related study 32,"",Author_2040,2014,0,CD011044_pub3,synthetic_excluded
CD013827_pub2_3,Giles 2021,"",Giles,2021,1,CD013827_pub2,pairwise70_included
CD007024_pub3_excl_21,Topic-related study 21,"",Author_8310,2000,0,CD007024_pub3,synthetic_excluded
CD013763_pub3_excl_21,Topic-related study 21,"",Author_8690,2020,0,CD013763_pub3,synthetic_excluded
CD012942_pub2_27,NCT00135525,"",NCT00135525,,1,CD012942_pub2,pairwise70_included
CD012586_pub2_42,Yu 2018,"",Yu,2018,1,CD012586_pub2,pairwise70_included
CD013614_pub2_excl_26,Topic-related study 26,"",Author_9535,2020,0,CD013614_pub2,synthetic_excluded
CD002243_pub5_13,Chawla 1999,"",Chawla,1999,1,CD002243_pub5,pairwise70_included
CD001155_pub3_80,Sawada 2009,"",Sawada,2009,1,CD001155_pub3,pairwise70_included
CD001920_pub4_excl_112,Topic-related study 112,"",Author_9153,2015,0,CD001920_pub4,synthetic_excluded
CD011841_pub3_4,Kianersi 2008,"",Kianersi,2008,1,CD011841_pub3,pairwise70_included
CD014820_pub2_excl_20,Topic-related study 20,"",Author_3905,1997,0,CD014820_pub2,synthetic_excluded
CD006913_pub3_excl_14,Topic-related study 14,"",Author_5389,2016,0,CD006913_pub3,synthetic_excluded
CD012586_pub2_86,Baker 2009,"",Baker,2009,1,CD012586_pub2,pairwise70_included
CD001431_pub6_excl_173,Topic-related study 173,"",Author_4744,2011,0,CD001431_pub6,synthetic_excluded
CD007024_pub3_18,Grassi 2007 dataset a,"",Grassi,2007,1,CD007024_pub3,pairwise70_included
CD009730_pub3_excl_17,Topic-related study 17,"",Author_1989,1989,0,CD009730_pub3,synthetic_excluded
CD009298_pub3_2,Broberg 2021,"",Broberg,2021,1,CD009298_pub3,pairwise70_included
CD002112_pub2_41,Ma 2007,"",Ma,2007,1,CD002112_pub2,pairwise70_included
CD001909_pub4_excl_2,Topic-related study 2,"",Author_9762,1993,0,CD001909_pub4,synthetic_excluded
CD012925_pub2_excl_17,Topic-related study 17,"",Author_5245,2017,0,CD012925_pub2,synthetic_excluded
CD011689_pub4_excl_26,Topic-related study 26,"",Author_7204,1996,0,CD011689_pub4,synthetic_excluded
CD008165_pub5_4,Muth 2016,"",Muth,2016,1,CD008165_pub5,pairwise70_included
CD014966_pub2_excl_28,Topic-related study 28,"",Author_7645,1999,0,CD014966_pub2,synthetic_excluded
CD013295_pub2_excl_41,Topic-related study 41,"",Author_5367,2023,0,CD013295_pub2,synthetic_excluded
CD013255_pub2_13,Joseph 2000,"",Joseph,2000,1,CD013255_pub2,pairwise70_included
CD005951_pub5_excl_10,Topic-related study 10,"",Author_4061,2020,0,CD005951_pub5,synthetic_excluded
CD015066_pub2_excl_3,Topic-related study 3,"",Author_5963,2007,0,CD015066_pub2,synthetic_excluded
CD012925_pub2_excl_8,Topic-related study 8,"",Author_7429,2018,0,CD012925_pub2,synthetic_excluded
CD015326_pub2_excl_61,Topic-related study 61,"",Author_7350,2016,0,CD015326_pub2,synthetic_excluded
CD005951_pub5_11,Polymeris 2023 – TICH-NOAC,"",Polymeris,2023,1,CD005951_pub5,pairwise70_included
CD005951_pub5_8,F7ICH-1602 2007,"",F7ICH-1602,2007,1,CD005951_pub5,pairwise70_included
CD001155_pub3_2,FIT-CF 1998,"",FIT-CF,1998,1,CD001155_pub3,pairwise70_included
CD009022_pub4_excl_3,Topic-related study 3,"",Author_4742,2023,0,CD009022_pub4,synthetic_excluded
CD015252_pub2_4,Luo 2007,"",Luo,2007,1,CD015252_pub2,pairwise70_included
CD013197_pub2_excl_50,Topic-related study 50,"",Author_7448,2023,0,CD013197_pub2,synthetic_excluded
CD015326_pub2_excl_34,Topic-related study 34,"",Author_2183,2013,0,CD015326_pub2,synthetic_excluded
CD001837_pub4_66,Brunner-Frandsen 2012,"",Brunner-Frandsen,2012,1,CD001837_pub4,pairwise70_included
CD007130_pub5_excl_3,Topic-related study 3,"",Author_2484,2010,0,CD007130_pub5,synthetic_excluded
CD009730_pub3_excl_14,Topic-related study 14,"",Author_2894,,0,CD009730_pub3,synthetic_excluded
CD001321_pub7_excl_49,Topic-related study 49,"",Author_9186,2020,0,CD001321_pub7,synthetic_excluded
CD006027_pub3_18,Walden 1993,"",Walden,1993,1,CD006027_pub3,pairwise70_included
CD002122_pub3_excl_15,Topic-related study 15,"",Author_8242,1994,0,CD002122_pub3,synthetic_excluded
CD007639_pub3_6,Geller 2003,"",Geller,2003,1,CD007639_pub3,pairwise70_included
CD015514_pub2_2,Schawkat 2019,"",Schawkat,2019,1,CD015514_pub2,pairwise70_included
CD010216_pub9_excl_36,Topic-related study 36,"",Author_7340,2019,0,CD010216_pub9,synthetic_excluded
CD008940_pub4_excl_9,Topic-related study 9,"",Author_4751,2024,0,CD008940_pub4,synthetic_excluded
CD013539_pub2_11,b-Kasliwal 2023a,"",b-Kasliwal,2023,1,CD013539_pub2,pairwise70_included
CD013781_pub2_excl_17,Topic-related study 17,"",Author_1683,2012,0,CD013781_pub2,synthetic_excluded
CD005582_pub5_4,Clemmensen 1984,"",Clemmensen,1984,1,CD005582_pub5,pairwise70_included
CD001431_pub6_excl_231,Topic-related study 231,"",Author_6260,2015,0,CD001431_pub6,synthetic_excluded
CD001920_pub4_excl_84,Topic-related study 84,"",Author_8853,2021,0,CD001920_pub4,synthetic_excluded
CD006475_pub3_20,Taipale 2011,"",Taipale,2011,1,CD006475_pub3,pairwise70_included
CD011858_pub2_excl_21,Topic-related study 21,"",Author_1929,2021,0,CD011858_pub2,synthetic_excluded
CD012067_pub3_excl_26,Topic-related study 26,"",Author_4432,2001,0,CD012067_pub3,synthetic_excluded
CD009752_pub3_7,Liu 2007,"",Liu,2007,1,CD009752_pub3,pairwise70_included
CD012609_pub2_excl_7,Topic-related study 7,"",Author_2225,2012,0,CD012609_pub2,synthetic_excluded
CD011841_pub3_20,Lee 2021,"",Lee,2021,1,CD011841_pub3,pairwise70_included
CD003594_pub7_excl_32,Topic-related study 32,"",Author_7019,2010,0,CD003594_pub7,synthetic_excluded
CD011689_pub4_16,Hofmeyr 2001,"",Hofmeyr,2001,1,CD011689_pub4,pairwise70_included
CD004376_pub4_117,Oh 2020,"",Oh,2020,1,CD004376_pub4,pairwise70_included
CD010001_pub4_excl_20,Topic-related study 20,"",Author_8289,2012,0,CD010001_pub4,synthetic_excluded
CD007156_pub3_4,Patil 2015a,"",Patil,2015,1,CD007156_pub3,pairwise70_included
CD003598_pub3_excl_58,Topic-related study 58,"",Author_9766,1990,0,CD003598_pub3,synthetic_excluded
CD014617_pub3_2,Chung 1996,"",Chung,1996,1,CD014617_pub3,pairwise70_included
CD001920_pub4_98,Duncan 1998,"",Duncan,1998,1,CD001920_pub4,pairwise70_included
CD008709_pub4_excl_61,Topic-related study 61,"",Author_1474,2010,0,CD008709_pub4,synthetic_excluded
CD003216_pub3_excl_24,Topic-related study 24,"",Author_5916,1990,0,CD003216_pub3,synthetic_excluded
CD004953_pub5_7,Abd 2017,"",Abd,2017,1,CD004953_pub5,pairwise70_included
CD002112_pub2_excl_69,Topic-related study 69,"",Author_6281,1998,0,CD002112_pub2,synthetic_excluded
CD013821_pub2_5,Reinders 2020,"",Reinders,2020,1,CD013821_pub2,pairwise70_included
CD014965_pub2_excl_4,Topic-related study 4,"",Author_7618,,0,CD014965_pub2,synthetic_excluded
CD006140_pub3_excl_26,Topic-related study 26,"",Author_7233,2018,0,CD006140_pub3,synthetic_excluded
CD002243_pub5_excl_78,Topic-related study 78,"",Author_8543,2019,0,CD002243_pub5,synthetic_excluded
CD003962_pub3_1,HKVIN 2006,"",HKVIN,2006,1,CD003962_pub3,pairwise70_included
CD001431_pub6_173,Evans 2010,"",Evans,2010,1,CD001431_pub6,pairwise70_included
CD003331_pub6_14,Lugo 2018,"",Lugo,2018,1,CD003331_pub6,pairwise70_included
CD001431_pub6_excl_162,Topic-related study 162,"",Author_4054,2015,0,CD001431_pub6,synthetic_excluded
CD012942_pub2_2,Allgulander 2004,"",Allgulander,2004,1,CD012942_pub2,pairwise70_included
CD014852_pub2_excl_19,Topic-related study 19,"",Author_3358,2009,0,CD014852_pub2,synthetic_excluded
CD015804_pub2_1,NCT04480463,"",NCT04480463,,1,CD015804_pub2,pairwise70_included
CD013295_pub2_excl_20,Topic-related study 20,"",Author_7856,2017,0,CD013295_pub2,synthetic_excluded
CD000478_pub5_excl_6,Topic-related study 6,"",Author_3830,1974,0,CD000478_pub5,synthetic_excluded
CD006023_pub4_excl_34,Topic-related study 34,"",Author_6870,1998,0,CD006023_pub4,synthetic_excluded
CD012942_pub2_14,Nicolini 2009,"",Nicolini,2009,1,CD012942_pub2,pairwise70_included
CD002112_pub2_81,Ravanshad 2019,"",Ravanshad,2019,1,CD002112_pub2,pairwise70_included
CD009508_pub2_9,Jordre 2014,"",Jordre,2014,1,CD009508_pub2,pairwise70_included
CD015524_pub2_excl_2,Topic-related study 2,"",Author_3863,2021,0,CD015524_pub2,synthetic_excluded
CD013763_pub3_excl_74,Topic-related study 74,"",Author_9352,2020,0,CD013763_pub3,synthetic_excluded
CD012586_pub2_excl_47,Topic-related study 47,"",Author_4357,2009,0,CD012586_pub2,synthetic_excluded
CD002112_pub2_excl_55,Topic-related study 55,"",Author_7246,2017,0,CD002112_pub2,synthetic_excluded
CD008552_pub8_37,Skouteris 2015,"",Skouteris,2015,1,CD008552_pub8,pairwise70_included
CD003451_pub3_26,Canturk 2015,"",Canturk,2015,1,CD003451_pub3,pairwise70_included
CD015517_excl_14,Topic-related study 14,"",Author_5651,2021,0,CD015517,synthetic_excluded
CD015229_pub2_4,de Oliveira 2004,"",de Oliveira,2004,1,CD015229_pub2,pairwise70_included
CD009362_pub4_excl_36,Topic-related study 36,"",Author_3281,2005,0,CD009362_pub4,synthetic_excluded
CD012718_pub2_excl_5,Topic-related study 5,"",Author_7117,2022,0,CD012718_pub2,synthetic_excluded
CD013425_pub2_excl_21,Topic-related study 21,"",Author_4854,2005,0,CD013425_pub2,synthetic_excluded
CD003598_pub3_excl_98,Topic-related study 98,"",Author_6240,1994,0,CD003598_pub3,synthetic_excluded
CD015673_pub2_excl_5,Topic-related study 5,"",Author_4532,1998,0,CD015673_pub2,synthetic_excluded
CD010145_pub2_excl_12,Topic-related study 12,"",Author_8569,1992,0,CD010145_pub2,synthetic_excluded
CD009752_pub3_excl_15,Topic-related study 15,"",Author_7555,2007,0,CD009752_pub3,synthetic_excluded
CD005566_pub4_excl_88,Topic-related study 88,"",Author_4514,1977,0,CD005566_pub4,synthetic_excluded
CD001431_pub6_167,Sheridan 2011,"",Sheridan,2011,1,CD001431_pub6,pairwise70_included
CD003451_pub3_9,Elnagar 2016,"",Elnagar,2016,1,CD003451_pub3,pairwise70_included
CD006257_pub2_52,Dragovic 2003,"",Dragovic,2003,1,CD006257_pub2,pairwise70_included
CD015331_pub2_excl_21,Topic-related study 21,"",Author_5707,2009,0,CD015331_pub2,synthetic_excluded
CD009362_pub4_excl_52,Topic-related study 52,"",Author_3668,2017,0,CD009362_pub4,synthetic_excluded
CD008176_pub3_excl_62,Topic-related study 62,"",Author_7010,2021,0,CD008176_pub3,synthetic_excluded
CD008940_pub4_19,NCT00974376,"",NCT00974376,,1,CD008940_pub4,pairwise70_included
CD016064_16,Dhargave 2020,"",Dhargave,2020,1,CD016064,pairwise70_included
CD011689_pub4_excl_16,Topic-related study 16,"",Author_6603,2018,0,CD011689_pub4,synthetic_excluded
CD013508_pub3_3,Chair 2013,"",Chair,2013,1,CD013508_pub3,pairwise70_included
CD012925_pub2_excl_12,Topic-related study 12,"",Author_2024,2022,0,CD012925_pub2,synthetic_excluded
CD010001_pub4_excl_9,Topic-related study 9,"",Author_3537,2010,0,CD010001_pub4,synthetic_excluded
CD011535_pub7_55,VIP-U Trial 2020,"",VIP-U Trial,2020,1,CD011535_pub7,pairwise70_included
CD015120_pub2_9,Dogar 2020,"",Dogar,2020,1,CD015120_pub2,pairwise70_included
CD006257_pub2_excl_19,Topic-related study 19,"",Author_1292,2003,0,CD006257_pub2,synthetic_excluded
CD015518_excl_1,Topic-related study 1,"",Author_6364,2020,0,CD015518,synthetic_excluded
CD014871_pub2_excl_5,Topic-related study 5,"",Author_8434,2012,0,CD014871_pub2,synthetic_excluded
CD012186_pub2_50,ADVANCE 2014,"",ADVANCE,2014,1,CD012186_pub2,pairwise70_included
CD006273_pub4_excl_2,Topic-related study 2,"",Author_4679,2000,0,CD006273_pub4,synthetic_excluded
CD016064_80,Sambrook 2012,"",Sambrook,2012,1,CD016064,pairwise70_included
CD010966_pub4_14,NCT02070744,"",NCT0,,1,CD010966_pub4,pairwise70_included
CD013358_pub2_excl_66,Topic-related study 66,"",Author_1829,2020,0,CD013358_pub2,synthetic_excluded
CD011535_pub7_90,Blauvelt 2022,"",Blauvelt,2022,1,CD011535_pub7,pairwise70_included
CD014833_pub2_excl_8,Topic-related study 8,"",Author_9583,2022,0,CD014833_pub2,synthetic_excluded
CD013278_pub3_excl_22,Topic-related study 22,"",Author_2041,2021,0,CD013278_pub3,synthetic_excluded
CD012586_pub2_140,Sohrabvand 2010,"",Sohrabvand,2010,1,CD012586_pub2,pairwise70_included
CD013358_pub2_excl_6,Topic-related study 6,"",Author_1529,2013,0,CD013358_pub2,synthetic_excluded
CD001431_pub6_17,Stacey 2016,"",Stacey,2016,1,CD001431_pub6,pairwise70_included
CD013707_pub2_excl_8,Topic-related study 8,"",Author_6194,2013,0,CD013707_pub2,synthetic_excluded
CD015701_pub2_excl_4,Topic-related study 4,"",Author_1479,2024,0,CD015701_pub2,synthetic_excluded
CD009235_pub4_excl_65,Topic-related study 65,"",Author_5587,2015,0,CD009235_pub4,synthetic_excluded
CD008063_pub3_excl_71,Topic-related study 71,"",Author_8774,2020,0,CD008063_pub3,synthetic_excluded
CD015284_pub2_excl_5,Topic-related study 5,"",Author_6121,2002,0,CD015284_pub2,synthetic_excluded
CD003331_pub6_excl_6,Topic-related study 6,"",Author_1862,2019,0,CD003331_pub6,synthetic_excluded
CD001431_pub6_109,Volk 1999,"",Volk,1999,1,CD001431_pub6,pairwise70_included
CD013468_pub2_excl_2,Topic-related study 2,"",Author_4777,2012,0,CD013468_pub2,synthetic_excluded
CD001431_pub6_149,Luan 2016,"",Luan,2016,1,CD001431_pub6,pairwise70_included
CD012693_pub3_excl_16,Topic-related study 16,"",Author_4753,2015,0,CD012693_pub3,synthetic_excluded
CD013541_pub2_excl_13,Topic-related study 13,"",Author_6769,2010,0,CD013541_pub2,synthetic_excluded
CD012067_pub3_21,RAPYD 2012 high,"",RAPYD,2012,1,CD012067_pub3,pairwise70_included
CD002115_pub6_excl_10,Topic-related study 10,"",Author_9460,2023,0,CD002115_pub6,synthetic_excluded
CD005495_pub5_excl_12,Topic-related study 12,"",Author_9603,2023,0,CD005495_pub5,synthetic_excluded
CD015014_pub2_7,Van den Block 2020,"",Van den Block,2020,1,CD015014_pub2,pairwise70_included
CD013822_pub2_excl_10,Topic-related study 10,"",Author_2621,2020,0,CD013822_pub2,synthetic_excluded
CD006257_pub2_56,Deyneli 2006,"",Deyneli,2006,1,CD006257_pub2,pairwise70_included
CD015083_pub2_excl_36,Topic-related study 36,"",Author_2045,2002,0,CD015083_pub2,synthetic_excluded
CD012186_pub2_20,PreCISe 2009,"",PreCISe,2009,1,CD012186_pub2,pairwise70_included
CD013745_pub2_excl_3,Topic-related study 3,"",Author_6374,2022,0,CD013745_pub2,synthetic_excluded
CD009235_pub4_excl_29,Topic-related study 29,"",Author_8303,2003,0,CD009235_pub4,synthetic_excluded
CD014852_pub2_31,Otsuki 2020,"",Otsuki,2020,1,CD014852_pub2,pairwise70_included
CD004661_pub4_1,Crowther 2003,"",Crowther,2003,1,CD004661_pub4,pairwise70_included
CD001797_pub4_excl_3,Topic-related study 3,"",Author_1508,1996,0,CD001797_pub4,synthetic_excluded
CD004992_pub4_3,Carmona 2011,"",Carmona,2011,1,CD004992_pub4,pairwise70_included
CD010861_pub3_excl_32,Topic-related study 32,"",Author_7218,2017,0,CD010861_pub3,synthetic_excluded
CD011535_pub7_excl_5,Topic-related study 5,"",Author_7990,2021,0,CD011535_pub7,synthetic_excluded
CD002243_pub5_76,Tilouche 2019,"",Tilouche,2019,1,CD002243_pub5,pairwise70_included
CD013561_pub2_excl_9,Topic-related study 9,"",Author_8612,2012,0,CD013561_pub2,synthetic_excluded
CD014964_pub2_excl_58,Topic-related study 58,"",Author_8209,2016,0,CD014964_pub2,synthetic_excluded
CD013232_pub2_excl_135,Topic-related study 135,"",Author_3174,2004,0,CD013232_pub2,synthetic_excluded
CD015215_pub2_excl_6,Topic-related study 6,"",Author_8758,2007,0,CD015215_pub2,synthetic_excluded
CD015101_excl_1,Topic-related study 1,"",Author_4124,2005,0,CD015101,synthetic_excluded
CD008709_pub4_excl_33,Topic-related study 33,"",Author_1862,2012,0,CD008709_pub4,synthetic_excluded
CD013232_pub2_excl_147,Topic-related study 147,"",Author_3413,2021,0,CD013232_pub2,synthetic_excluded
CD014758_pub3_60,Repka 2023,"",Repka,2023,1,CD014758_pub3,pairwise70_included
CD013561_pub2_6,Fougner 2014,"",Fougner,2014,1,CD013561_pub2,pairwise70_included
CD006982_pub5_1,Arayici 2021,"",Arayici,2021,1,CD006982_pub5,pairwise70_included
CD015145_pub2_excl_1,Topic-related study 1,"",Author_8713,2019,0,CD015145_pub2,synthetic_excluded
CD014914_pub2_excl_22,Topic-related study 22,"",Author_6341,1998,0,CD014914_pub2,synthetic_excluded
CD003216_pub3_excl_22,Topic-related study 22,"",Author_6711,1995,0,CD003216_pub3,synthetic_excluded
CD011778_pub2_excl_1,Topic-related study 1,"",Author_3902,2022,0,CD011778_pub2,synthetic_excluded
CD013800_pub2_excl_17,Topic-related study 17,"",Author_5884,2016,0,CD013800_pub2,synthetic_excluded
CD013295_pub2_49,Hayes 1996,"",Hayes,1996,1,CD013295_pub2,pairwise70_included
CD013331_pub2_5,Wang 2009,"",Wang,2009,1,CD013331_pub2,pairwise70_included
CD013763_pub3_excl_7,Topic-related study 7,"",Author_2174,2020,0,CD013763_pub3,synthetic_excluded
